0.000000000000000000e+00,1.236967372894287109e+01,2.191897201538085938e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.377610206604003906e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.135008335113525391e+00,8.602297782897949219e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.646131992340087891e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.433517456054687500e+00,2.322646856307983398e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.801507592201232910e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.650489807128906250e+00,1.497254133224487305e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.414955377578735352e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.225829124450683594e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.310478687286376953e+00
0.000000000000000000e+00,1.452520489692687988e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.577823162078857422e+00
0.000000000000000000e+00,1.560311555862426758e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.936423063278198242e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.092357516288757324e+00,0.000000000000000000e+00,4.725633144378662109e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.799362063407897949e+00,1.263662725687026978e-01,4.995640754699707031e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.821490764617919922e+00,6.832679510116577148e-01,5.874053001403808594e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.405680656433105469e+00,7.904884815216064453e-01,6.265438079833984375e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.458262920379638672e+00,9.676921367645263672e-01,6.856915473937988281e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.862709522247314453e+00,5.563087463378906250e-01,6.929432868957519531e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.052501678466796875e+00,5.620077848434448242e-01,7.558157920837402344e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.111032485961914062e+00,1.215612649917602539e+00,8.268209457397460938e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.840531826019287109e+00,2.401487827301025391e+00,9.348550796508789062e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.582397460937500000e+00,9.663469791412353516e-01,9.642292022705078125e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.437685966491699219e+00,1.107987403869628906e+00,1.035136127471923828e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.589242935180664062e+00,1.181918978691101074e+00,1.061044502258300781e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.480675578117370605e-01,8.647907257080078125e+00,2.719460725784301758e+00,1.173942470550537109e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.415844440460205078e-01,9.943292617797851562e+00,1.766537785530090332e+00,1.166362667083740234e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.798558831214904785e-01,1.081030464172363281e+01,1.788926005363464355e+00,1.259871387481689453e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.265105485916137695e-01,1.186849403381347656e+01,2.207673549652099609e+00,1.315611362457275391e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.288908481597900391e+01,1.909328341484069824e+00,1.448131847381591797e+01
